Category of Data,Table,Column,ct_name,code_iaids,meaning,Data Type eADMS,Length eADMS,short_desc,Question_Def,Code meaning,typeofchange,Change_notes
eADMS Data,aircraft,far_part,ct_fars,PUBL,Public Use - Local,char,4,Federal Aviation Reg. Part,The applicable regulation part (14 CFR) or authority the aircraft was operating under at the time of the accident.,"Refers to Public Use operations conducted under the authority of the local government entities. ""Public Use"" refers to certain government aircraft operations, including law-enforcement, low-level observation, aerial application, firefighting, search and r",ChoiceAdd,"New - With the implementation of eADMS in 2006, these variables were added to specify the type of Public Use operation the accident aircraft was involved engaged in at the time of the accident. The change in reporting of this variable corresponds to a cha"
eADMS Data,aircraft,far_part,ct_fars,PUBS,Public Use - State,char,4,Federal Aviation Reg. Part,The applicable regulation part (14 CFR) or authority the aircraft was operating under at the time of the accident.,"Refers to Public Use operations conducted under the authority of the state government agencies. ""Public Use"" refers to certain government aircraft operations, including law-enforcement, low-level observation, aerial application, firefighting, search and r",ChoiceAdd,"New - With the implementation of eADMS in 2006, these variables were added to specify the type of Public Use operation the accident aircraft was involved engaged in at the time of the accident. The change in reporting of this variable corresponds to a cha"
eADMS Data,aircraft,far_part,ct_fars,PUBU,Public Use,char,4,Federal Aviation Reg. Part,The applicable regulation part (14 CFR) or authority the aircraft was operating under at the time of the accident.,NULL,NULL,NULL
eADMS Data,aircraft,far_part,ct_fars,UNK,Unknown,char,4,Federal Aviation Reg. Part,The applicable regulation part (14 CFR) or authority the aircraft was operating under at the time of the accident.,NULL,NULL,NULL
eADMS Data,aircraft,fc_seats,ct_fc_seats,NULL,Flight Crew Seats,int,NULL,NULL,Refers to the number of aircraft seats by type.,NULL,FieldNew,New - With the implementation of eADMS in 2006 this field/variable will be added to provide additional detail. Previously coded accidents will not be recoded to reflect this change.
eADMS Data,aircraft,fixed_retractable,NULL,RETR,Retractable,char,4,Fixed gear or retractable gear.,Indicate whether the accident aircraft had either fixed or retractable landing gear.,NULL,NULL,NULL
eADMS Data,aircraft,flight_plan_activated,NULL,N,No,char,1,Flight plan was activated,"If an ATC flight plan was filed for the accident flight, indicate whether that flight plan was activated. A previously filed flight plan is activated or opened through radio contact with a Flight Service station once the flight is airborne.",NULL,NULL,NULL
eADMS Data,aircraft,flight_plan_activated,NULL,Y,Yes,char,1,Flight plan was activated,"If an ATC flight plan was filed for the accident flight, indicate whether that flight plan was activated. A previously filed flight plan is activated or opened through radio contact with a Flight Service station once the flight is airborne.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,CVFR,Company VFR,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,DFR,Defense VFR,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,IFR,IFR,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,MVFR,Military VFR,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,NONE,None,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,SVFR,Special VFR,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,UNK,Unknown,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,VFF,Visual Flight - Following,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,VFIF,VFR/IFR,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,flt_plan_filed,ct_flt_plan_filed,VFR,VFR,char,4,Type of Flight Plan filed,"The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",NULL,NULL,NULL
eADMS Data,aircraft,med_type_flight,ct_air_med,ORGT,Organ Transport,varchar,15,Medical Flight,"If the involved aircraft was operating as a medical flight, indicate the type of medical service it was providing.",NULL,NULL,NULL
eADMS Data,aircraft,ntsb_no,NULL,NULL,NULL,varchar,11,NTSB Number,"Each accident/incident is assigned a unique case number by the NTSB. This number is used as a reference in all documents referring to the event. The first 3 characters are a letter abbreviation of the NTSB office that filed the report. The next 2 numbers represent the fiscal year in which the accident occurred. The next letter indicates the type of investigation; for example M is major, F is regional, I is incident only, L is limited, G is government agency. The next letter is the transportation mode, A is for aviation. The last numbers are a sequential numbering of investigations for each mode within each office for a fiscal year. The first investigation of each year is assigned 001. In the case of an accident involving more than one aircraft, an additional letter suffix (A/B) is added to identify the record for each aircraft.",NULL,NULL,NULL
eADMS Data,aircraft,num_eng,NULL,NULL,NULL,tinyint,NULL,Number of Engines,The total number of engines on the accident aircraft.,NULL,NULL,NULL
eADMS Data,aircraft,oper_addr_same,NULL,N,No,char,1,Operator Address Same as Owner,Indicate whether the aircraft operator address is the same as the registered owner address.,NULL,NULL,NULL
eADMS Data,aircraft,oper_addr_same,NULL,Y,Yes,char,1,Operator Address Same as Owner,Indicate whether the aircraft operator address is the same as the registered owner address.,NULL,NULL,NULL
eADMS Data,aircraft,oper_cert,ct_oper_cert,AGR,Agriculture,char,4,Certified for Part 133 or 137 Operation.,Indicate whether operator was certified for operations under 14 CFR 133 or 137.,NULL,NULL,NULL
eADMS Data,aircraft,oper_cert,ct_oper_cert,EXTL,External Load,char,4,Certified for Part 133 or 137 Operation.,Indicate whether operator was certified for operations under 14 CFR 133 or 137.,NULL,NULL,NULL
eADMS Data,aircraft,oper_cert,ct_oper_cert,UNK,Unknown,char,4,Certified for Part 133 or 137 Operation.,Indicate whether operator was certified for operations under 14 CFR 133 or 137.,The status if the operator's Part 133 or 137 operating certificate is not known.,NULL,NULL
eADMS Data,aircraft,oper_cert_num,NULL,NULL,NULL,varchar,11,Operator Certificate Number,"If the aircraft operator holds a commercial operating certificate, an air taxi operating certificate, or an air carrier operating certificate, indicate the number of that certificate.",NULL,FieldNoLongerPopulated,"Discontinued - With the implementation of eADMS in 2006, this field/variable will no longer be used. However, the data in this field pertaining to previously coded accidents will be retained."
eADMS Data,aircraft,oper_city,NULL,NULL,NULL,varchar,50,Operator City,The city address of the operator of the accident aircraft.,NULL,NULL,NULL
eADMS Data,aircraft,oper_code,NULL,NULL,NULL,char,4,Operator Code,"For air carriers and commercial operators, this is the operator's 4-character designator code. This is the unique four-letter identifier assigned to the airline by the Federal Aviation Administration. A lookup tool is available from the FAA Flight Standards Service at http://av-info.faa.gov/OpCert.asp.",NULL,NULL,NULL
eADMS Data,aircraft,oper_country,NULL,NULL,NULL,char,4,Operator Country,The country address of the operator of the accident aircraft.,NULL,NULL,NULL
eADMS Data,aircraft,oper_dba,NULL,NULL,NULL,varchar,50,Operator Is Doing Business As,"If the accident aircraft was operated by a business, air carrier, or as part of a code share agreement, this is the carrier, business, or code share name.",NULL,NULL,NULL
eADMS Data,aircraft,oper_dom_int,ct_dom_int,DOM,Domestic,char,3,Indicates Domestic or International Flt.,"If the accident flight was conducting revenue operations under 14 CFR 121, 125, 129, or 135, indicate whether the accident aircraft was operating on a domestic or international flight at the time of the accident. Note that this refers to where the aircraft was being operated, and not the origin of the air carrier.",NULL,NULL,NULL
eADMS Data,aircraft,oper_dom_int,ct_dom_int,INT,International,char,3,Indicates Domestic or International Flt.,"If the accident flight was conducting revenue operations under 14 CFR 121, 125, 129, or 135, indicate whether the accident aircraft was operating on a domestic or international flight at the time of the accident. Note that this refers to where the aircraft was being operated, and not the origin of the air carrier.",NULL,NULL,NULL
eADMS Data,aircraft,oper_dom_int,ct_dom_int,N/A,Not Applicable,char,3,Indicates Domestic or International Flt.,"If the accident flight was conducting revenue operations under 14 CFR 121, 125, 129, or 135, indicate whether the accident aircraft was operating on a domestic or international flight at the time of the accident. Note that this refers to where the aircraft was being operated, and not the origin of the air carrier.",NULL,NULL,NULL
eADMS Data,aircraft,oper_dom_int,ct_dom_int,UNK,Unknown,char,3,Indicates Domestic or International Flt.,"If the accident flight was conducting revenue operations under 14 CFR 121, 125, 129, or 135, indicate whether the accident aircraft was operating on a domestic or international flight at the time of the accident. Note that this refers to where the aircraf",The nationality status of the aircraft is not known.,ChoiceDrop,"Discontinued - With the implementation of eADMS in 2006, this field/variable will no longer be used. However, the data in this field pertaining to previously coded accidents will be retained."
